,index,zip_code,category1,category2,category3,category4,category5,all,list_cat,cat_list
308,348,91950,delis beerbar burgers mexican vietnamese filipino sushi pizza icecream chinese cajun pancakes hawaiian diners bakeries salvadoran japanese desserts steak poke coffee southern juicebars thai donuts foodtrucks latin sportsbars asianfusion,burgers ? hotdogs bbq japanese italian icecream seafood poke mexican filipino bakeries korean asianfusion noodles bubbletea tradamerican newamerican chicken_wings desserts shavedice acaibowls breakfast_brunch coffee soup karaoke foodtrucks sushi,juicebars ? hotdogs raw_food breakfast_brunch sushi poke diyfood seafood hawaiian cakeshop soulfood bubbletea sandwiches waffles soup noodles musicvenues tacos danceclubs,?,?,delis beerbar burgers mexican vietnamese filipino sushi pizza icecream chinese cajun pancakes hawaiian diners bakeries salvadoran japanese desserts steak poke coffee southern juicebars thai donuts foodtrucks latin sportsbars asianfusion burgers ? hotdogs bbq japanese italian icecream seafood poke mexican filipino bakeries korean asianfusion noodles bubbletea tradamerican newamerican chicken_wings desserts shavedice acaibowls breakfast_brunch coffee soup karaoke foodtrucks sushi juicebars ? hotdogs raw_food breakfast_brunch sushi poke diyfood seafood hawaiian cakeshop soulfood bubbletea sandwiches waffles soup noodles musicvenues tacos danceclubs ? ?,"['?' 'acaibowls' 'asianfusion' 'bakeries' 'bbq' 'beerbar'
 'breakfast_brunch' 'bubbletea' 'burgers' 'cajun' 'cakeshop'
 'chicken_wings' 'chinese' 'coffee' 'danceclubs' 'delis' 'desserts'
 'diners' 'diyfood' 'donuts' 'filipino' 'foodtrucks' 'hawaiian' 'hotdogs'
 'icecream' 'italian' 'japanese' 'juicebars' 'karaoke' 'korean' 'latin'
 'mexican' 'musicvenues' 'newamerican' 'noodles' 'pancakes' 'pizza' 'poke'
 'raw_food' 'salvadoran' 'sandwiches' 'seafood' 'shavedice' 'soulfood'
 'soup' 'southern' 'sportsbars' 'steak' 'sushi' 'tacos' 'thai'
 'tradamerican' 'vietnamese' 'waffles']","['?' 'acaibowls' 'asianfusion' 'bakeries' 'bbq' 'beerbar'
 'breakfast_brunch' 'bubbletea' 'burgers' 'cajun' 'cakeshop'
 'chicken_wings' 'chinese' 'coffee' 'danceclubs' 'delis' 'desserts'
 'diners' 'diyfood' 'donuts' 'filipino' 'foodtrucks' 'hawaiian' 'hotdogs'
 'icecream' 'italian' 'japanese' 'juicebars' 'karaoke' 'korean' 'latin'
 'mexican' 'musicvenues' 'newamerican' 'noodles' 'pancakes' 'pizza' 'poke'
 'raw_food' 'salvadoran' 'sandwiches' 'seafood' 'shavedice' 'soulfood'
 'soup' 'southern' 'sportsbars' 'steak' 'sushi' 'tacos' 'thai'
 'tradamerican' 'vietnamese' 'waffles']"
309,349,91962,diners icecream servicestations coffee,burgers convenience ?,coffee ? pizza,?,?,diners icecream servicestations coffee burgers convenience ? coffee ? pizza ? ?,"['?' 'burgers' 'coffee' 'convenience' 'diners' 'icecream' 'pizza'
 'servicestations']","['?' 'burgers' 'coffee' 'convenience' 'diners' 'icecream' 'pizza'
 'servicestations']"
310,350,91963,breakfast_brunch,cafeteria,?,?,?,breakfast_brunch cafeteria ? ? ?,['?' 'breakfast_brunch' 'cafeteria'],['?' 'breakfast_brunch' 'cafeteria']
311,351,91977,chinese mexican bakeries delis pizza vietnamese italian acaibowls streetvendors coffee mediterranean breakfast_brunch shavedice southern bbq icecream filipino,? breakfast_brunch pizza seafood juicebars catering salad mideastern bbq bubbletea filipino burgers bakeries,? burgers sandwiches tacos bbq chicken_wings catering icecream soulfood breakfast_brunch tradamerican,?,?,chinese mexican bakeries delis pizza vietnamese italian acaibowls streetvendors coffee mediterranean breakfast_brunch shavedice southern bbq icecream filipino ? breakfast_brunch pizza seafood juicebars catering salad mideastern bbq bubbletea filipino burgers bakeries ? burgers sandwiches tacos bbq chicken_wings catering icecream soulfood breakfast_brunch tradamerican ? ?,"['?' 'acaibowls' 'bakeries' 'bbq' 'breakfast_brunch' 'bubbletea' 'burgers'
 'catering' 'chicken_wings' 'chinese' 'coffee' 'delis' 'filipino'
 'icecream' 'italian' 'juicebars' 'mediterranean' 'mexican' 'mideastern'
 'pizza' 'salad' 'sandwiches' 'seafood' 'shavedice' 'soulfood' 'southern'
 'streetvendors' 'tacos' 'tradamerican' 'vietnamese']","['?' 'acaibowls' 'bakeries' 'bbq' 'breakfast_brunch' 'bubbletea' 'burgers'
 'catering' 'chicken_wings' 'chinese' 'coffee' 'delis' 'filipino'
 'icecream' 'italian' 'juicebars' 'mediterranean' 'mexican' 'mideastern'
 'pizza' 'salad' 'sandwiches' 'seafood' 'shavedice' 'soulfood' 'southern'
 'streetvendors' 'tacos' 'tradamerican' 'vietnamese']"
312,352,91978,vietnamese mediterranean bakeries hookah_bars mexican juicebars coffee,? tradamerican icecream delis juicebars,? cocktailbars salad sandwiches,?,?,vietnamese mediterranean bakeries hookah_bars mexican juicebars coffee ? tradamerican icecream delis juicebars ? cocktailbars salad sandwiches ? ?,"['?' 'bakeries' 'cocktailbars' 'coffee' 'delis' 'hookah_bars' 'icecream'
 'juicebars' 'mediterranean' 'mexican' 'salad' 'sandwiches' 'tradamerican'
 'vietnamese']","['?' 'bakeries' 'cocktailbars' 'coffee' 'delis' 'hookah_bars' 'icecream'
 'juicebars' 'mediterranean' 'mexican' 'salad' 'sandwiches' 'tradamerican'
 'vietnamese']"
313,353,91980,sandwiches,delis,?,?,?,sandwiches delis ? ? ?,['?' 'delis' 'sandwiches'],['?' 'delis' 'sandwiches']
314,354,92003,chinese pizza italian mexican grocery icecream lounges sandwiches hotdogs breakfast_brunch,? steak breakfast_brunch beer_and_wine cocktailbars hotdogs burgers seafood,? wine_bars delis danceclubs breakfast_brunch burgers,?,?,chinese pizza italian mexican grocery icecream lounges sandwiches hotdogs breakfast_brunch ? steak breakfast_brunch beer_and_wine cocktailbars hotdogs burgers seafood ? wine_bars delis danceclubs breakfast_brunch burgers ? ?,"['?' 'beer_and_wine' 'breakfast_brunch' 'burgers' 'chinese' 'cocktailbars'
 'danceclubs' 'delis' 'grocery' 'hotdogs' 'icecream' 'italian' 'lounges'
 'mexican' 'pizza' 'sandwiches' 'seafood' 'steak' 'wine_bars']","['?' 'beer_and_wine' 'breakfast_brunch' 'burgers' 'chinese' 'cocktailbars'
 'danceclubs' 'delis' 'grocery' 'hotdogs' 'icecream' 'italian' 'lounges'
 'mexican' 'pizza' 'sandwiches' 'seafood' 'steak' 'wine_bars']"
315,355,92004,bars diners tradamerican pizza mexican icecream newamerican,? breakfast_brunch burgers mediterranean tradamerican steak coffee bars bbq,? divebars tradamerican,?,?,bars diners tradamerican pizza mexican icecream newamerican ? breakfast_brunch burgers mediterranean tradamerican steak coffee bars bbq ? divebars tradamerican ? ?,"['?' 'bars' 'bbq' 'breakfast_brunch' 'burgers' 'coffee' 'diners'
 'divebars' 'icecream' 'mediterranean' 'mexican' 'newamerican' 'pizza'
 'steak' 'tradamerican']","['?' 'bars' 'bbq' 'breakfast_brunch' 'burgers' 'coffee' 'diners'
 'divebars' 'icecream' 'mediterranean' 'mexican' 'newamerican' 'pizza'
 'steak' 'tradamerican']"
316,356,92007,divebars mexican sportsbars pizza coffee beerbar seafood bars juicebars italian newamerican tradamerican donuts,cocktailbars ? tradamerican italian venues musicvenues empanadas brazilian lounges cafes seafood pizza bakeries,? beerbar steak juicebars acaibowls breakfast_brunch,?,?,divebars mexican sportsbars pizza coffee beerbar seafood bars juicebars italian newamerican tradamerican donuts cocktailbars ? tradamerican italian venues musicvenues empanadas brazilian lounges cafes seafood pizza bakeries ? beerbar steak juicebars acaibowls breakfast_brunch ? ?,"['?' 'acaibowls' 'bakeries' 'bars' 'beerbar' 'brazilian'
 'breakfast_brunch' 'cafes' 'cocktailbars' 'coffee' 'divebars' 'donuts'
 'empanadas' 'italian' 'juicebars' 'lounges' 'mexican' 'musicvenues'
 'newamerican' 'pizza' 'seafood' 'sportsbars' 'steak' 'tradamerican'
 'venues']","['?' 'acaibowls' 'bakeries' 'bars' 'beerbar' 'brazilian'
 'breakfast_brunch' 'cafes' 'cocktailbars' 'coffee' 'divebars' 'donuts'
 'empanadas' 'italian' 'juicebars' 'lounges' 'mexican' 'musicvenues'
 'newamerican' 'pizza' 'seafood' 'sportsbars' 'steak' 'tradamerican'
 'venues']"
317,357,92008,pizza ramen desserts italian breakfast_brunch indpak burgers bars seafood newamerican cocktailbars speakeasies coffeeroasteries mexican thai irish_pubs coffee delis breweries buffets tradamerican icecream vegan wine_bars greek steak mediterranean gastropubs sushi french poke hotdogs sandwiches donuts comfortfood japanese pubs asianfusion foodtrucks,catering asianfusion ? icecream italian seafood diners himalayan beergardens newamerican steak pizza coffee cafes salad vegetarian musicvenues bbq beerbar mexican desserts juicebars breakfast_brunch tapasmallplates sandwiches tradamerican bakeries brazilian french venues gluten_free hawaiian japanese burgers delis gastropubs breweries sushi gelato,foodtrucks ? wine_bars bars burgers sandwiches gourmet bbq coffee pizza gelato diners venues soup breakfast_brunch greek newamerican cafes seafood cocktailbars hawaiian hotdogs beerbar delis icecream,?,?,pizza ramen desserts italian breakfast_brunch indpak burgers bars seafood newamerican cocktailbars speakeasies coffeeroasteries mexican thai irish_pubs coffee delis breweries buffets tradamerican icecream vegan wine_bars greek steak mediterranean gastropubs sushi french poke hotdogs sandwiches donuts comfortfood japanese pubs asianfusion foodtrucks catering asianfusion ? icecream italian seafood diners himalayan beergardens newamerican steak pizza coffee cafes salad vegetarian musicvenues bbq beerbar mexican desserts juicebars breakfast_brunch tapasmallplates sandwiches tradamerican bakeries brazilian french venues gluten_free hawaiian japanese burgers delis gastropubs breweries sushi gelato foodtrucks ? wine_bars bars burgers sandwiches gourmet bbq coffee pizza gelato diners venues soup breakfast_brunch greek newamerican cafes seafood cocktailbars hawaiian hotdogs beerbar delis icecream ? ?,"['?' 'asianfusion' 'bakeries' 'bars' 'bbq' 'beerbar' 'beergardens'
 'brazilian' 'breakfast_brunch' 'breweries' 'buffets' 'burgers' 'cafes'
 'catering' 'cocktailbars' 'coffee' 'coffeeroasteries' 'comfortfood'
 'delis' 'desserts' 'diners' 'donuts' 'foodtrucks' 'french' 'gastropubs'
 'gelato' 'gluten_free' 'gourmet' 'greek' 'hawaiian' 'himalayan' 'hotdogs'
 'icecream' 'indpak' 'irish_pubs' 'italian' 'japanese' 'juicebars'
 'mediterranean' 'mexican' 'musicvenues' 'newamerican' 'pizza' 'poke'
 'pubs' 'ramen' 'salad' 'sandwiches' 'seafood' 'soup' 'speakeasies'
 'steak' 'sushi' 'tapasmallplates' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'wine_bars']","['?' 'asianfusion' 'bakeries' 'bars' 'bbq' 'beerbar' 'beergardens'
 'brazilian' 'breakfast_brunch' 'breweries' 'buffets' 'burgers' 'cafes'
 'catering' 'cocktailbars' 'coffee' 'coffeeroasteries' 'comfortfood'
 'delis' 'desserts' 'diners' 'donuts' 'foodtrucks' 'french' 'gastropubs'
 'gelato' 'gluten_free' 'gourmet' 'greek' 'hawaiian' 'himalayan' 'hotdogs'
 'icecream' 'indpak' 'irish_pubs' 'italian' 'japanese' 'juicebars'
 'mediterranean' 'mexican' 'musicvenues' 'newamerican' 'pizza' 'poke'
 'pubs' 'ramen' 'salad' 'sandwiches' 'seafood' 'soup' 'speakeasies'
 'steak' 'sushi' 'tapasmallplates' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'wine_bars']"
318,358,92009,mediterranean mexican icecream sushi pizza juicebars coffee movietheaters burgers breakfast_brunch beer_and_wine desserts seafood grocery sandwiches newamerican,greek ? italian acaibowls newamerican japanese korean cafes cheese cupcakes steak catering wine_bars delis beerbar pubs mediterranean bars hotdogs desserts sandwiches gluten_free icecream breakfast_brunch,salad ? coffee bars noodles japanese tradamerican wine_bars bakeries foodtrucks italian healthmarkets cafes newamerican icecream burgers,?,?,mediterranean mexican icecream sushi pizza juicebars coffee movietheaters burgers breakfast_brunch beer_and_wine desserts seafood grocery sandwiches newamerican greek ? italian acaibowls newamerican japanese korean cafes cheese cupcakes steak catering wine_bars delis beerbar pubs mediterranean bars hotdogs desserts sandwiches gluten_free icecream breakfast_brunch salad ? coffee bars noodles japanese tradamerican wine_bars bakeries foodtrucks italian healthmarkets cafes newamerican icecream burgers ? ?,"['?' 'acaibowls' 'bakeries' 'bars' 'beer_and_wine' 'beerbar'
 'breakfast_brunch' 'burgers' 'cafes' 'catering' 'cheese' 'coffee'
 'cupcakes' 'delis' 'desserts' 'foodtrucks' 'gluten_free' 'greek'
 'grocery' 'healthmarkets' 'hotdogs' 'icecream' 'italian' 'japanese'
 'juicebars' 'korean' 'mediterranean' 'mexican' 'movietheaters'
 'newamerican' 'noodles' 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood'
 'steak' 'sushi' 'tradamerican' 'wine_bars']","['?' 'acaibowls' 'bakeries' 'bars' 'beer_and_wine' 'beerbar'
 'breakfast_brunch' 'burgers' 'cafes' 'catering' 'cheese' 'coffee'
 'cupcakes' 'delis' 'desserts' 'foodtrucks' 'gluten_free' 'greek'
 'grocery' 'healthmarkets' 'hotdogs' 'icecream' 'italian' 'japanese'
 'juicebars' 'korean' 'mediterranean' 'mexican' 'movietheaters'
 'newamerican' 'noodles' 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood'
 'steak' 'sushi' 'tradamerican' 'wine_bars']"
319,359,92010,cupcakes coffee vegan hawaiian desserts bakeries seafood,bakeries sandwiches kombucha bbq streetvendors ? fishnchips,customcakes ? raw_food hotdogs poke,?,?,cupcakes coffee vegan hawaiian desserts bakeries seafood bakeries sandwiches kombucha bbq streetvendors ? fishnchips customcakes ? raw_food hotdogs poke ? ?,"['?' 'bakeries' 'bbq' 'coffee' 'cupcakes' 'customcakes' 'desserts'
 'fishnchips' 'hawaiian' 'hotdogs' 'kombucha' 'poke' 'raw_food'
 'sandwiches' 'seafood' 'streetvendors' 'vegan']","['?' 'bakeries' 'bbq' 'coffee' 'cupcakes' 'customcakes' 'desserts'
 'fishnchips' 'hawaiian' 'hotdogs' 'kombucha' 'poke' 'raw_food'
 'sandwiches' 'seafood' 'streetvendors' 'vegan']"
320,360,92011,seafood japanese pizza venues cafes steak ramen bakeries bars italian grocery newamerican burgers french sushi tradamerican breweries vegan meats,seafoodmarkets sushi italian newamerican ? bars desserts markets breakfast_brunch sportsbars sandwiches japanese vegetarian delis,? salad sportsbars lounges cupcakes seafood sandwiches tradamerican creperies breakfast_brunch newamerican,?,?,seafood japanese pizza venues cafes steak ramen bakeries bars italian grocery newamerican burgers french sushi tradamerican breweries vegan meats seafoodmarkets sushi italian newamerican ? bars desserts markets breakfast_brunch sportsbars sandwiches japanese vegetarian delis ? salad sportsbars lounges cupcakes seafood sandwiches tradamerican creperies breakfast_brunch newamerican ? ?,"['?' 'bakeries' 'bars' 'breakfast_brunch' 'breweries' 'burgers' 'cafes'
 'creperies' 'cupcakes' 'delis' 'desserts' 'french' 'grocery' 'italian'
 'japanese' 'lounges' 'markets' 'meats' 'newamerican' 'pizza' 'ramen'
 'salad' 'sandwiches' 'seafood' 'seafoodmarkets' 'sportsbars' 'steak'
 'sushi' 'tradamerican' 'vegan' 'vegetarian' 'venues']","['?' 'bakeries' 'bars' 'breakfast_brunch' 'breweries' 'burgers' 'cafes'
 'creperies' 'cupcakes' 'delis' 'desserts' 'french' 'grocery' 'italian'
 'japanese' 'lounges' 'markets' 'meats' 'newamerican' 'pizza' 'ramen'
 'salad' 'sandwiches' 'seafood' 'seafoodmarkets' 'sportsbars' 'steak'
 'sushi' 'tradamerican' 'vegan' 'vegetarian' 'venues']"
321,362,92014,vietnamese greek coffee thai sandwiches sushi newamerican pizza icecream mexican italian salad breakfast_brunch chinese grocery juicebars burgers delis desserts bars mediterranean seafood peruvian tradamerican tacos,seafood persian coffeeroasteries ? cafes japanese bars italian desserts breakfast_brunch tapasmallplates lounges venues delis salad sandwiches bakeries newamerican beerbar wine_bars poke gluten_free brewpubs soup icecream vegetarian tradamerican sushi,asianfusion ? breakfast_brunch hotpot sandwiches beerbar pizza wraps tradamerican newamerican acaibowls bakeries cupcakes venues cafes seafood bars burgers steak vegetarian coffee cocktailbars,?,?,vietnamese greek coffee thai sandwiches sushi newamerican pizza icecream mexican italian salad breakfast_brunch chinese grocery juicebars burgers delis desserts bars mediterranean seafood peruvian tradamerican tacos seafood persian coffeeroasteries ? cafes japanese bars italian desserts breakfast_brunch tapasmallplates lounges venues delis salad sandwiches bakeries newamerican beerbar wine_bars poke gluten_free brewpubs soup icecream vegetarian tradamerican sushi asianfusion ? breakfast_brunch hotpot sandwiches beerbar pizza wraps tradamerican newamerican acaibowls bakeries cupcakes venues cafes seafood bars burgers steak vegetarian coffee cocktailbars ? ?,"['?' 'acaibowls' 'asianfusion' 'bakeries' 'bars' 'beerbar'
 'breakfast_brunch' 'brewpubs' 'burgers' 'cafes' 'chinese' 'cocktailbars'
 'coffee' 'coffeeroasteries' 'cupcakes' 'delis' 'desserts' 'gluten_free'
 'greek' 'grocery' 'hotpot' 'icecream' 'italian' 'japanese' 'juicebars'
 'lounges' 'mediterranean' 'mexican' 'newamerican' 'persian' 'peruvian'
 'pizza' 'poke' 'salad' 'sandwiches' 'seafood' 'soup' 'steak' 'sushi'
 'tacos' 'tapasmallplates' 'thai' 'tradamerican' 'vegetarian' 'venues'
 'vietnamese' 'wine_bars' 'wraps']","['?' 'acaibowls' 'asianfusion' 'bakeries' 'bars' 'beerbar'
 'breakfast_brunch' 'brewpubs' 'burgers' 'cafes' 'chinese' 'cocktailbars'
 'coffee' 'coffeeroasteries' 'cupcakes' 'delis' 'desserts' 'gluten_free'
 'greek' 'grocery' 'hotpot' 'icecream' 'italian' 'japanese' 'juicebars'
 'lounges' 'mediterranean' 'mexican' 'newamerican' 'persian' 'peruvian'
 'pizza' 'poke' 'salad' 'sandwiches' 'seafood' 'soup' 'steak' 'sushi'
 'tacos' 'tapasmallplates' 'thai' 'tradamerican' 'vegetarian' 'venues'
 'vietnamese' 'wine_bars' 'wraps']"
322,363,92019,buffets mexican ramen breakfast_brunch lounges italian icecream mideastern bbq chinese coffee sportsbars sushi cafes mediterranean irish desserts bakeries pizza tradamerican japanese burgers delis persian,? chinese sushi cafes hookah_bars cocktailbars breakfast_brunch mediterranean tradamerican japanese seafood asianfusion sportsbars bagels pubs coffee desserts acaibowls wine_bars cupcakes italian greek hotdog soup turkish,? tradamerican poke sandwiches southern buffets salad breakfast_brunch juicebars beerbar customcakes waffles newamerican soup mideastern,?,?,buffets mexican ramen breakfast_brunch lounges italian icecream mideastern bbq chinese coffee sportsbars sushi cafes mediterranean irish desserts bakeries pizza tradamerican japanese burgers delis persian ? chinese sushi cafes hookah_bars cocktailbars breakfast_brunch mediterranean tradamerican japanese seafood asianfusion sportsbars bagels pubs coffee desserts acaibowls wine_bars cupcakes italian greek hotdog soup turkish ? tradamerican poke sandwiches southern buffets salad breakfast_brunch juicebars beerbar customcakes waffles newamerican soup mideastern ? ?,"['?' 'acaibowls' 'asianfusion' 'bagels' 'bakeries' 'bbq' 'beerbar'
 'breakfast_brunch' 'buffets' 'burgers' 'cafes' 'chinese' 'cocktailbars'
 'coffee' 'cupcakes' 'customcakes' 'delis' 'desserts' 'greek'
 'hookah_bars' 'hotdog' 'icecream' 'irish' 'italian' 'japanese'
 'juicebars' 'lounges' 'mediterranean' 'mexican' 'mideastern'
 'newamerican' 'persian' 'pizza' 'poke' 'pubs' 'ramen' 'salad'
 'sandwiches' 'seafood' 'soup' 'southern' 'sportsbars' 'sushi'
 'tradamerican' 'turkish' 'waffles' 'wine_bars']","['?' 'acaibowls' 'asianfusion' 'bagels' 'bakeries' 'bbq' 'beerbar'
 'breakfast_brunch' 'buffets' 'burgers' 'cafes' 'chinese' 'cocktailbars'
 'coffee' 'cupcakes' 'customcakes' 'delis' 'desserts' 'greek'
 'hookah_bars' 'hotdog' 'icecream' 'irish' 'italian' 'japanese'
 'juicebars' 'lounges' 'mediterranean' 'mexican' 'mideastern'
 'newamerican' 'persian' 'pizza' 'poke' 'pubs' 'ramen' 'salad'
 'sandwiches' 'seafood' 'soup' 'southern' 'sportsbars' 'sushi'
 'tradamerican' 'turkish' 'waffles' 'wine_bars']"
323,364,92020,italian pizza seafood mexican bbq desserts sportsbars sushi mideastern tradamerican greek salad mediterranean tacos delis thai burgers breakfast_brunch halal coffee sandwiches chinese diners bakeries bagels othersalons,pizza ? fishnchips bakeries danceclubs japanese pubs mediterranean juicebars greek chicken_wings breakfast_brunch seafood hotdogs themedcafes sandwiches cheesesteaks bars beerbar salad delis icecream italian desserts cafes waxing,? sandwiches karaoke mideastern tradamerican hotdog wraps delis bagels coffee cupcakes cocktailbars,?,?,italian pizza seafood mexican bbq desserts sportsbars sushi mideastern tradamerican greek salad mediterranean tacos delis thai burgers breakfast_brunch halal coffee sandwiches chinese diners bakeries bagels othersalons pizza ? fishnchips bakeries danceclubs japanese pubs mediterranean juicebars greek chicken_wings breakfast_brunch seafood hotdogs themedcafes sandwiches cheesesteaks bars beerbar salad delis icecream italian desserts cafes waxing ? sandwiches karaoke mideastern tradamerican hotdog wraps delis bagels coffee cupcakes cocktailbars ? ?,"['?' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar' 'breakfast_brunch'
 'burgers' 'cafes' 'cheesesteaks' 'chicken_wings' 'chinese' 'cocktailbars'
 'coffee' 'cupcakes' 'danceclubs' 'delis' 'desserts' 'diners' 'fishnchips'
 'greek' 'halal' 'hotdog' 'hotdogs' 'icecream' 'italian' 'japanese'
 'juicebars' 'karaoke' 'mediterranean' 'mexican' 'mideastern'
 'othersalons' 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood' 'sportsbars'
 'sushi' 'tacos' 'thai' 'themedcafes' 'tradamerican' 'waxing' 'wraps']","['?' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar' 'breakfast_brunch'
 'burgers' 'cafes' 'cheesesteaks' 'chicken_wings' 'chinese' 'cocktailbars'
 'coffee' 'cupcakes' 'danceclubs' 'delis' 'desserts' 'diners' 'fishnchips'
 'greek' 'halal' 'hotdog' 'hotdogs' 'icecream' 'italian' 'japanese'
 'juicebars' 'karaoke' 'mediterranean' 'mexican' 'mideastern'
 'othersalons' 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood' 'sportsbars'
 'sushi' 'tacos' 'thai' 'themedcafes' 'tradamerican' 'waxing' 'wraps']"
